,Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin,Size_ml,Price_per_ml,Popularity_Score,Usage_Encoded,Segment,Combined_Features
11708,Divine Setting Spray,Too Faced,Face Mask,Occasional,111.69,2.9,6389,100Ml,Sensitive,Unisex,Compact,Vitamin C,True,South Korea,100.0,1.1169,25.41121968737758,2,1,Face Mask Vitamin C Sensitive Compact
11709,Divine Concealer,Urban Decay,Lip Liner,Occasional,100.34,3.2,1303,100Ml,Sensitive,Female,Jar,Shea Butter,True,Uk,100.0,1.0034,22.954213575957116,2,0,Lip Liner Shea Butter Sensitive Jar
11710,Ultra Lipstick,Colourpop,Face Oil,Daily,30.4,2.5,7913,150Ml,Combination,Unisex,Jar,Shea Butter,True,Australia,150.0,0.20266666666666666,22.440971554863424,0,2,Face Oil Shea Butter Combination Jar
11711,Divine Powder,Tarte,Bb Cream,Daily,103.64,2.8,3716,50Ml,Combination,Female,Tube,Vitamin C,False,Uk,50.0,2.0728,23.017882076832304,0,1,Bb Cream Vitamin C Combination Tube
11712,Divine Concealer,It Cosmetics,Mascara,Daily,85.3,2.0,5087,30Ml,Sensitive,Male,Jar,Retinol,False,Australia,30.0,2.8433333333333333,17.069280210039917,0,1,Mascara Retinol Sensitive Jar
11713,Super Foundation,Rare Beauty,Cleanser,Daily,143.75,2.3,3513,150Ml,Normal,Male,Spray,Shea Butter,True,Uk,150.0,0.9583333333333334,18.778373618118195,0,1,Cleanser Shea Butter Normal Spray
11714,Super Cc Cream,Natasha Denona,Highlighter,Daily,137.41,2.6,7562,30Ml,Normal,Female,Jar,Shea Butter,True,France,30.0,4.580333333333333,23.22066036122568,0,1,Highlighter Shea Butter Normal Jar
11715,Perfect Lip Liner,E.L.F.,Lip Liner,Occasional,123.63,4.9,4246,200Ml,Combination,Male,Stick,Glycerin,True,Usa,200.0,0.61815,40.93444383853503,2,0,Lip Liner Glycerin Combination Stick
11716,Divine Exfoliator,Fenty Beauty,Lip Gloss,Daily,135.75,4.4,6106,100Ml,Combination,Female,Tube,Aloe Vera,True,France,100.0,1.3575,38.355640106181795,0,3,Lip Gloss Aloe Vera Combination Tube
11717,Super Setting Spray,Laura Mercier,Blush,Occasional,59.53,3.4,112,250Ml,Sensitive,Unisex,Jar,Retinol,True,France,250.0,0.23812,16.07311858362196,2,0,Blush Retinol Sensitive Jar
11718,Perfect Eyeliner,Becca,Lip Gloss,Monthly,82.01,1.1,1060,30Ml,Dry,Male,Stick,Vitamin C,False,Usa,30.0,2.7336666666666667,7.6636638524753815,1,1,Lip Gloss Vitamin C Dry Stick
11719,Ultra Lip Gloss,Rare Beauty,Setting Spray,Occasional,53.04,3.6,2303,50Ml,Combination,Male,Compact,Shea Butter,True,Usa,50.0,1.0608,27.872647278536814,2,0,Setting Spray Shea Butter Combination Compact
11720,Perfect Face Mask,Morphe,Makeup Remover,Daily,20.89,4.5,3824,250Ml,Combination,Unisex,Tube,Salicylic Acid,True,Uk,250.0,0.08356,37.121911858172865,0,0,Makeup Remover Salicylic Acid Combination Tube
11721,Magic Primer,Kiehl’S,Moisturizer,Occasional,15.95,2.6,1133,150Ml,Combination,Male,Bottle,Vitamin C,True,Usa,150.0,0.10633333333333334,18.287116859148014,2,2,Moisturizer Vitamin C Combination Bottle
11722,Super Primer,Perricone Md,Lip Liner,Daily,56.0,1.3,4781,30Ml,Combination,Male,Spray,Glycerin,False,France,30.0,1.8666666666666667,11.01439839242375,0,2,Lip Liner Glycerin Combination Spray
11723,Divine Face Oil,Kvd Beauty,Makeup Remover,Weekly,63.58,1.8,4992,100Ml,Combination,Female,Spray,Glycerin,True,Italy,100.0,0.6358,15.328425978901098,3,2,Makeup Remover Glycerin Combination Spray
11724,Divine Lip Gloss,Laura Mercier,Exfoliator,Daily,113.58,2.7,7647,150Ml,Normal,Unisex,Spray,Salicylic Acid,True,Uk,150.0,0.7572,24.143938527774345,0,1,Exfoliator Salicylic Acid Normal Spray
11725,Ultra Concealer,Becca,Foundation,Daily,124.23,4.8,6520,150Ml,Dry,Female,Spray,Vitamin C,True,South Korea,150.0,0.8282,42.157358483487364,0,3,Foundation Vitamin C Dry Spray
11726,Super Eye Shadow,Tatcha,Mascara,Weekly,69.11,2.2,9692,250Ml,Combination,Unisex,Jar,Vitamin C,True,Usa,250.0,0.27644,20.19415035988374,3,3,Mascara Vitamin C Combination Jar
11727,Divine Highlighter,Bite Beauty,Highlighter,Occasional,31.65,4.6,4610,100Ml,Dry,Unisex,Tube,Hyaluronic Acid,False,Uk,100.0,0.3165,38.806520148150845,2,0,Highlighter Hyaluronic Acid Dry Tube
11728,Super Lip Gloss,Huda Beauty,Bb Cream,Weekly,117.35,4.8,1411,30Ml,Dry,Unisex,Tube,Shea Butter,False,Japan,30.0,3.9116666666666666,34.8132596066553,3,0,Bb Cream Shea Butter Dry Tube
11729,Divine Foundation,Shiseido,Setting Spray,Occasional,27.61,2.1,854,100Ml,Sensitive,Female,Jar,Salicylic Acid,True,Uk,100.0,0.2761,14.177313084767196,2,2,Setting Spray Salicylic Acid Sensitive Jar
11730,Magic Eye Shadow,Morphe,Moisturizer,Weekly,146.98,2.2,6289,150Ml,Dry,Female,Stick,Hyaluronic Acid,True,Italy,150.0,0.9798666666666666,19.24277596932787,3,1,Moisturizer Hyaluronic Acid Dry Stick
11731,Divine Lip Liner,Tarte,Highlighter,Monthly,69.62,3.5,7237,100Ml,Normal,Male,Jar,Retinol,False,Japan,100.0,0.6962,31.104850714432906,1,3,Highlighter Retinol Normal Jar
11732,Perfect Eyeliner,E.L.F.,Contour,Occasional,14.64,1.4,8934,250Ml,Dry,Male,Jar,Glycerin,True,Japan,250.0,0.05856,12.736823998630939,2,2,Contour Glycerin Dry Jar
11733,Magic Blush,Colourpop,Lip Liner,Occasional,40.58,2.3,2771,30Ml,Dry,Female,Bottle,Aloe Vera,True,France,30.0,1.3526666666666667,18.232846028712526,2,2,Lip Liner Aloe Vera Dry Bottle
11734,Divine Powder,Perricone Md,Cc Cream,Weekly,27.41,2.3,9731,50Ml,Combination,Female,Spray,Shea Butter,True,France,50.0,0.5482,21.121301818977848,3,2,Cc Cream Shea Butter Combination Spray
11735,Super Lip Liner,Danessa Myricks,Bb Cream,Monthly,42.32,2.5,7877,150Ml,Dry,Male,Spray,Glycerin,True,Uk,150.0,0.28213333333333335,22.429573358827128,1,2,Bb Cream Glycerin Dry Spray
11736,Ultra Setting Spray,Rms Beauty,Foundation,Weekly,130.05,3.2,3075,30Ml,Dry,Female,Stick,Vitamin C,True,Italy,30.0,4.335,25.70043305800171,3,1,Foundation Vitamin C Dry Stick
11737,Divine Mascara,Morphe,Eyeliner,Occasional,127.23,1.5,407,50Ml,Oily,Male,Bottle,Aloe Vera,True,France,50.0,2.5446,9.016900761606243,2,1,Eyeliner Aloe Vera Oily Bottle
11738,Ultra Highlighter,Ilia Beauty,Serum,Monthly,48.89,3.0,9166,50Ml,Sensitive,Unisex,Jar,Aloe Vera,False,Uk,50.0,0.9778,27.37009607388533,1,3,Serum Aloe Vera Sensitive Jar
11739,Super Contour,Anastasia Beverly Hills,Face Oil,Weekly,75.93,2.6,591,250Ml,Normal,Male,Spray,Hyaluronic Acid,False,Italy,250.0,0.30372000000000005,16.597117250698414,3,0,Face Oil Hyaluronic Acid Normal Spray
11740,Ultra Highlighter,Danessa Myricks,Primer,Weekly,77.38,2.9,245,250Ml,Combination,Female,Jar,Hyaluronic Acid,True,Uk,250.0,0.30951999999999996,15.96546145420385,3,0,Primer Hyaluronic Acid Combination Jar
11741,Magic Mascara,E.L.F.,Bb Cream,Monthly,102.95,2.0,4098,150Ml,Normal,Unisex,Bottle,Retinol,True,France,150.0,0.6863333333333334,16.636996641008675,1,1,Bb Cream Retinol Normal Bottle
11742,Magic Primer,Drunk Elephant,Serum,Occasional,121.6,3.0,5804,30Ml,Combination,Unisex,Tube,Shea Butter,True,Germany,30.0,4.053333333333333,25.999424682395976,2,1,Serum Shea Butter Combination Tube
11743,Perfect Face Mask,Tatcha,Primer,Daily,12.57,4.4,6377,150Ml,Combination,Male,Tube,Shea Butter,True,Japan,150.0,0.0838,38.54668332930801,0,3,Primer Shea Butter Combination Tube
11744,Perfect Cc Cream,Milk Makeup,Primer,Daily,62.21,2.8,2217,250Ml,Normal,Female,Tube,Shea Butter,False,Uk,250.0,0.24884,21.572211270148873,0,0,Primer Shea Butter Normal Tube
11745,Perfect Face Mask,Huda Beauty,Foundation,Monthly,64.28,3.1,5588,250Ml,Combination,Female,Bottle,Hyaluronic Acid,True,Germany,250.0,0.25712,26.748522543736065,1,2,Foundation Hyaluronic Acid Combination Bottle
11746,Divine Blush,Urban Decay,Makeup Remover,Daily,73.28,4.9,6737,250Ml,Dry,Male,Compact,Retinol,True,Japan,250.0,0.29312,43.19604027743584,0,3,Makeup Remover Retinol Dry Compact
11747,Ultra Setting Spray,Morphe,Foundation,Occasional,142.72,3.4,338,250Ml,Combination,Female,Tube,Salicylic Acid,False,France,250.0,0.5708799999999999,19.80840036509353,2,0,Foundation Salicylic Acid Combination Tube
11748,Magic Lip Gloss,Hourglass,Face Oil,Daily,90.06,2.4,1751,50Ml,Normal,Unisex,Tube,Aloe Vera,True,France,50.0,1.8012000000000001,17.92443185159121,0,0,Face Oil Aloe Vera Normal Tube
11749,Magic Highlighter,Drunk Elephant,Face Oil,Weekly,95.93,4.1,7531,30Ml,Sensitive,Female,Tube,Retinol,False,Germany,30.0,3.197666666666667,36.60035514808587,3,3,Face Oil Retinol Sensitive Tube
11750,Ultra Face Mask,Ilia Beauty,Highlighter,Daily,136.77,4.8,1624,200Ml,Normal,Male,Jar,Hyaluronic Acid,False,Australia,200.0,0.6838500000000001,35.48766285486642,0,0,Highlighter Hyaluronic Acid Normal Jar
11751,Ultra Blush,Fenty Beauty,Foundation,Daily,72.07,1.2,7780,200Ml,Combination,Female,Compact,Retinol,True,South Korea,200.0,0.36034999999999995,10.751328172340317,0,2,Foundation Retinol Combination Compact
11752,Magic Cc Cream,Ilia Beauty,Contour,Daily,50.51,3.4,273,150Ml,Dry,Female,Tube,Glycerin,True,Italy,150.0,0.33673333333333333,19.084635561719438,0,0,Contour Glycerin Dry Tube
11753,Super Highlighter,Shiseido,Setting Spray,Weekly,92.12,2.8,9080,150Ml,Combination,Male,Spray,Aloe Vera,True,France,150.0,0.6141333333333333,25.51903087353152,3,3,Setting Spray Aloe Vera Combination Spray
11754,Perfect Lip Gloss,Clinique,Bronzer,Daily,19.86,2.4,8567,30Ml,Oily,Unisex,Spray,Glycerin,True,Italy,30.0,0.662,21.733895069106204,0,2,Bronzer Glycerin Oily Spray
11755,Divine Exfoliator,Tarte,Lip Liner,Occasional,87.39,3.1,9963,30Ml,Dry,Unisex,Spray,Retinol,False,South Korea,30.0,2.913,28.54087501678442,2,3,Lip Liner Retinol Dry Spray
11756,Ultra Face Oil,Pat Mcgrath Labs,Foundation,Occasional,97.59,4.5,3558,250Ml,Oily,Unisex,Bottle,Shea Butter,True,South Korea,250.0,0.39036000000000004,36.79755698479587,2,0,Foundation Shea Butter Oily Bottle
11757,Super Lip Liner,Urban Decay,Lip Liner,Monthly,115.04,2.0,2551,250Ml,Combination,Female,Stick,Glycerin,False,Italy,250.0,0.46016,15.689265288929361,1,1,Lip Liner Glycerin Combination Stick
11758,Magic Face Mask,Nars,Exfoliator,Weekly,124.05,4.6,2858,250Ml,Dry,Male,Jar,Salicylic Acid,False,Uk,250.0,0.4962,36.60784508468263,3,0,Exfoliator Salicylic Acid Dry Jar
11759,Ultra Bb Cream,Yves Saint Laurent,Primer,Weekly,126.22,2.3,3285,50Ml,Combination,Female,Tube,Retinol,True,South Korea,50.0,2.5244,18.62408048677359,3,1,Primer Retinol Combination Tube
11760,Ultra Powder,Natasha Denona,Bb Cream,Occasional,119.18,4.2,5922,50Ml,Combination,Female,Jar,Aloe Vera,False,Australia,50.0,2.3836,36.48371309636325,2,3,Bb Cream Aloe Vera Combination Jar
11761,Super Highlighter,Colourpop,Lip Liner,Monthly,118.9,1.9,7497,50Ml,Normal,Unisex,Spray,Shea Butter,True,Uk,50.0,2.378,16.952544034862125,1,1,Lip Liner Shea Butter Normal Spray
11762,Magic Bronzer,Make Up For Ever,Foundation,Monthly,66.22,1.3,6626,100Ml,Dry,Female,Compact,Aloe Vera,True,Italy,100.0,0.6622,11.438579739714694,1,2,Foundation Aloe Vera Dry Compact
11763,Magic Primer,Pat Mcgrath Labs,Contour,Weekly,11.39,2.0,8138,100Ml,Dry,Male,Bottle,Shea Butter,True,Italy,100.0,0.1139,18.008845202654083,3,2,Contour Shea Butter Dry Bottle
11764,Divine Eye Shadow,Drunk Elephant,Foundation,Monthly,81.83,1.2,5729,100Ml,Oily,Male,Spray,Retinol,False,Uk,100.0,0.8183,10.384164971650543,1,1,Foundation Retinol Oily Spray
11765,Super Serum,Shiseido,Setting Spray,Daily,129.68,2.5,2629,150Ml,Normal,Male,Tube,Salicylic Acid,True,Japan,150.0,0.8645333333333334,19.68684781292953,0,1,Setting Spray Salicylic Acid Normal Tube
11766,Divine Face Mask,Danessa Myricks,Bb Cream,Occasional,121.23,1.0,4190,150Ml,Sensitive,Unisex,Tube,Salicylic Acid,True,Germany,150.0,0.8082,8.340694647925071,2,1,Bb Cream Salicylic Acid Sensitive Tube
11767,Ultra Concealer,Tatcha,Lip Liner,Weekly,144.83,3.7,5589,50Ml,Dry,Female,Spray,Glycerin,True,Germany,50.0,2.8966000000000003,31.92631789475184,3,1,Lip Liner Glycerin Dry Spray
11768,Super Serum,Anastasia Beverly Hills,Eyeliner,Monthly,22.07,2.8,4761,250Ml,Combination,Male,Jar,Hyaluronic Acid,True,South Korea,250.0,0.08828,23.711584475731062,1,2,Eyeliner Hyaluronic Acid Combination Jar
11769,Magic Cc Cream,Yves Saint Laurent,Face Mask,Occasional,18.46,1.2,9381,100Ml,Combination,Male,Tube,Salicylic Acid,True,Australia,100.0,0.18460000000000001,10.975857886666084,2,2,Face Mask Salicylic Acid Combination Tube
11770,Divine Highlighter,Kvd Beauty,Powder,Occasional,86.79,4.4,3840,30Ml,Combination,Unisex,Bottle,Salicylic Acid,False,Usa,30.0,2.8930000000000002,36.315347324721984,2,0,Powder Salicylic Acid Combination Bottle
11771,Perfect Face Oil,Juvia’S Place,Makeup Remover,Occasional,57.6,2.7,6961,100Ml,Dry,Male,Tube,Aloe Vera,True,South Korea,100.0,0.5760000000000001,23.89019958460274,2,2,Makeup Remover Aloe Vera Dry Tube
11772,Magic Highlighter,Kvd Beauty,Cc Cream,Daily,55.39,4.6,2730,30Ml,Combination,Male,Bottle,Salicylic Acid,True,Usa,30.0,1.8463333333333334,36.39714635877904,0,0,Cc Cream Salicylic Acid Combination Bottle
11773,Divine Face Oil,Natasha Denona,Lip Gloss,Occasional,111.57,3.0,749,50Ml,Dry,Female,Compact,Salicylic Acid,True,South Korea,50.0,2.2314,19.860219619591067,2,0,Lip Gloss Salicylic Acid Dry Compact
11774,Super Contour,Morphe,Contour,Daily,36.24,4.0,7289,50Ml,Dry,Unisex,Bottle,Hyaluronic Acid,False,France,50.0,0.7248,35.57703530001081,0,3,Contour Hyaluronic Acid Dry Bottle
11775,Divine Foundation,Charlotte Tilbury,Highlighter,Weekly,134.78,4.1,6043,250Ml,Oily,Male,Stick,Shea Butter,True,Japan,250.0,0.53912,35.69796742590978,3,3,Highlighter Shea Butter Oily Stick
11776,Magic Lip Liner,Perricone Md,Makeup Remover,Occasional,127.94,4.9,1761,150Ml,Sensitive,Male,Bottle,Vitamin C,False,Germany,150.0,0.8529333333333333,36.62360355183101,2,0,Makeup Remover Vitamin C Sensitive Bottle
11777,Divine Bb Cream,Tarte,Lip Liner,Daily,40.96,2.3,2900,250Ml,Combination,Female,Compact,Retinol,False,Japan,250.0,0.16384,18.33746480347923,0,2,Lip Liner Retinol Combination Compact
11778,Perfect Lipstick,Farsali,Moisturizer,Monthly,22.82,3.2,935,150Ml,Dry,Female,Jar,Shea Butter,True,Germany,150.0,0.15213333333333334,21.893169524728297,1,0,Moisturizer Shea Butter Dry Jar
11779,Perfect Blush,Kiehl’S,Mascara,Daily,140.69,1.9,9997,50Ml,Normal,Male,Tube,Glycerin,True,Usa,50.0,2.8138,17.49926666874968,0,1,Mascara Glycerin Normal Tube
11780,Magic Setting Spray,Drunk Elephant,Face Oil,Daily,36.16,3.3,1189,100Ml,Combination,Female,Spray,Glycerin,True,Usa,100.0,0.3616,23.369638334148398,0,0,Face Oil Glycerin Combination Spray
11781,Perfect Concealer,Kvd Beauty,Bb Cream,Monthly,94.77,2.2,6488,150Ml,Oily,Unisex,Bottle,Salicylic Acid,True,Japan,150.0,0.6318,19.311300172166575,1,1,Bb Cream Salicylic Acid Oily Bottle
11782,Super Foundation,E.L.F.,Moisturizer,Weekly,82.28,4.4,5171,50Ml,Normal,Male,Tube,Hyaluronic Acid,True,France,50.0,1.6456,37.6244648555237,3,3,Moisturizer Hyaluronic Acid Normal Tube
11783,Perfect Face Oil,Colourpop,Makeup Remover,Daily,35.22,1.5,7003,150Ml,Dry,Male,Jar,Hyaluronic Acid,False,Australia,150.0,0.23479999999999998,13.281355040108613,0,2,Makeup Remover Hyaluronic Acid Dry Jar
11784,Divine Contour,Kiehl’S,Eyeliner,Weekly,30.52,1.1,8343,200Ml,Combination,Unisex,Stick,Salicylic Acid,True,France,200.0,0.15259999999999999,9.93222779634867,3,2,Eyeliner Salicylic Acid Combination Stick
11785,Magic Lipstick,Farsali,Primer,Weekly,25.62,4.7,7470,100Ml,Combination,Male,Compact,Hyaluronic Acid,True,Uk,100.0,0.2562,41.91828544848627,3,3,Primer Hyaluronic Acid Combination Compact
11786,Ultra Face Mask,Drunk Elephant,Setting Spray,Weekly,68.95,1.2,5833,30Ml,Sensitive,Unisex,Spray,Shea Butter,True,Australia,30.0,2.2983333333333333,10.405749780513199,3,2,Setting Spray Shea Butter Sensitive Spray
11787,Magic Eye Shadow,Perricone Md,Makeup Remover,Weekly,146.78,4.8,7048,50Ml,Combination,Male,Stick,Aloe Vera,False,Italy,50.0,2.9356,42.53107700051461,3,3,Makeup Remover Aloe Vera Combination Stick
11788,Divine Cc Cream,Perricone Md,Blush,Occasional,144.26,3.0,5065,50Ml,Sensitive,Female,Jar,Aloe Vera,True,Usa,50.0,2.8851999999999998,25.590920491684862,2,1,Blush Aloe Vera Sensitive Jar
11789,Perfect Serum,It Cosmetics,Setting Spray,Daily,149.28,2.8,5699,200Ml,Oily,Unisex,Spray,Shea Butter,False,Uk,200.0,0.7464,24.215020070703392,0,1,Setting Spray Shea Butter Oily Spray
11790,Ultra Face Mask,Bourjois,Mascara,Daily,19.28,2.4,667,150Ml,Oily,Female,Bottle,Vitamin C,True,Germany,150.0,0.12853333333333333,15.610291616487949,0,2,Mascara Vitamin C Oily Bottle
11791,Perfect Highlighter,Yves Saint Laurent,Foundation,Monthly,41.73,4.6,3806,100Ml,Normal,Male,Spray,Salicylic Acid,False,Japan,100.0,0.41729999999999995,37.92514507935949,1,0,Foundation Salicylic Acid Normal Spray
11792,Super Cleanser,Rare Beauty,Cc Cream,Daily,127.19,1.7,7825,50Ml,Oily,Male,Spray,Salicylic Acid,True,Australia,50.0,2.5438,15.240851564709606,0,1,Cc Cream Salicylic Acid Oily Spray
11793,Perfect Face Oil,Anastasia Beverly Hills,Bronzer,Weekly,47.43,4.2,287,200Ml,Sensitive,Unisex,Tube,Aloe Vera,False,Usa,200.0,0.23715,23.784434016570973,3,0,Bronzer Aloe Vera Sensitive Tube
11794,Divine Makeup Remover,Yves Saint Laurent,Eye Shadow,Occasional,142.88,4.8,877,150Ml,Sensitive,Female,Stick,Vitamin C,True,Germany,150.0,0.9525333333333333,32.53270364944856,2,0,Eye Shadow Vitamin C Sensitive Stick
11795,Ultra Exfoliator,Tatcha,Highlighter,Occasional,81.01,2.4,5442,200Ml,Normal,Female,Bottle,Aloe Vera,False,Australia,200.0,0.40505,20.64500558024208,2,2,Highlighter Aloe Vera Normal Bottle
11796,Ultra Bronzer,Colourpop,Powder,Monthly,128.33,2.4,5477,100Ml,Oily,Unisex,Jar,Aloe Vera,True,Uk,100.0,1.2833,20.660388839575255,1,1,Powder Aloe Vera Oily Jar
11797,Divine Highlighter,Bite Beauty,Foundation,Daily,11.54,2.7,9541,50Ml,Sensitive,Unisex,Spray,Salicylic Acid,True,Japan,50.0,0.23079999999999998,24.74133764240534,0,2,Foundation Salicylic Acid Sensitive Spray
11798,Divine Serum,Shiseido,Concealer,Daily,142.59,4.9,265,200Ml,Combination,Female,Compact,Vitamin C,True,Italy,200.0,0.71295,27.35913191303033,0,0,Concealer Vitamin C Combination Compact
11799,Perfect Highlighter,Drunk Elephant,Face Mask,Daily,17.6,5.0,4836,100Ml,Combination,Male,Bottle,Vitamin C,False,South Korea,100.0,0.17600000000000002,42.42024986411492,0,0,Face Mask Vitamin C Combination Bottle
11800,Perfect Eyeliner,Charlotte Tilbury,Lip Gloss,Daily,86.39,3.5,3745,250Ml,Combination,Female,Jar,Salicylic Acid,False,Japan,250.0,0.34556,28.799553590514115,0,0,Lip Gloss Salicylic Acid Combination Jar
11801,Divine Highlighter,Bobby Brown,Eye Shadow,Monthly,21.47,2.0,6856,50Ml,Sensitive,Male,Tube,Aloe Vera,True,Uk,50.0,0.4294,17.66605061456873,1,2,Eye Shadow Aloe Vera Sensitive Tube
11802,Perfect Exfoliator,Glossier,Bronzer,Occasional,13.83,4.3,8501,250Ml,Oily,Male,Jar,Vitamin C,False,France,250.0,0.05532,38.90664384835056,2,3,Bronzer Vitamin C Oily Jar
11803,Ultra Concealer,Tarte,Eye Shadow,Weekly,42.74,2.2,3232,150Ml,Normal,Male,Bottle,Aloe Vera,True,Italy,150.0,0.28493333333333337,17.778564710995955,3,2,Eye Shadow Aloe Vera Normal Bottle
11804,Magic Makeup Remover,Fenty Beauty,Primer,Monthly,13.31,2.9,7894,100Ml,Oily,Male,Stick,Vitamin C,False,Australia,100.0,0.1331,26.024556287400255,1,2,Primer Vitamin C Oily Stick
11805,Magic Lipstick,Huda Beauty,Concealer,Monthly,61.02,3.0,4816,50Ml,Normal,Male,Jar,Shea Butter,True,South Korea,50.0,1.2204000000000002,25.439719819890662,1,2,Concealer Shea Butter Normal Jar
11806,Ultra Contour,Tarte,Contour,Weekly,21.92,3.1,9376,150Ml,Combination,Female,Spray,Salicylic Acid,True,Usa,150.0,0.14613333333333334,28.352647000400836,3,3,Contour Salicylic Acid Combination Spray
11807,Divine Face Oil,Natasha Denona,Bb Cream,Monthly,80.4,3.8,8180,250Ml,Dry,Unisex,Stick,Hyaluronic Acid,False,Uk,250.0,0.3216,34.236364751752056,1,3,Bb Cream Hyaluronic Acid Dry Stick
11808,Ultra Bronzer,Rare Beauty,Highlighter,Occasional,39.5,5.0,428,50Ml,Combination,Unisex,Spray,Shea Butter,False,Germany,50.0,0.79,30.307284594640084,2,0,Highlighter Shea Butter Combination Spray
11809,Ultra Moisturizer,Urban Decay,Powder,Occasional,42.6,3.1,9042,100Ml,Dry,Female,Spray,Aloe Vera,True,Italy,100.0,0.426,28.24021339589549,2,3,Powder Aloe Vera Dry Spray
11810,Divine Blush,Ilia Beauty,Moisturizer,Occasional,33.44,1.9,4542,150Ml,Dry,Male,Spray,Salicylic Acid,True,Japan,150.0,0.22293333333333332,16.000551444942865,2,2,Moisturizer Salicylic Acid Dry Spray
11811,Divine Face Mask,Make Up For Ever,Eye Shadow,Weekly,50.59,4.4,7733,250Ml,Normal,Female,Jar,Shea Butter,True,Japan,250.0,0.20236,39.39487847753587,3,3,Eye Shadow Shea Butter Normal Jar
11812,Magic Bronzer,Perricone Md,Foundation,Occasional,56.85,4.6,7782,100Ml,Oily,Unisex,Tube,Aloe Vera,False,Italy,100.0,0.5685,41.214606876013185,2,3,Foundation Aloe Vera Oily Tube
11813,Perfect Bb Cream,Perricone Md,Powder,Monthly,43.41,5.0,5679,200Ml,Normal,Unisex,Stick,Retinol,False,Japan,200.0,0.21705,43.22353255857599,1,3,Powder Retinol Normal Stick
11814,Super Makeup Remover,Anastasia Beverly Hills,Highlighter,Daily,14.31,3.4,1536,150Ml,Sensitive,Male,Jar,Glycerin,True,Italy,150.0,0.0954,24.947798328031226,0,0,Highlighter Glycerin Sensitive Jar
11815,Ultra Lipstick,Urban Decay,Exfoliator,Monthly,27.59,3.3,2477,50Ml,Combination,Unisex,Spray,Salicylic Acid,False,Uk,50.0,0.5518,25.790183305223987,1,0,Exfoliator Salicylic Acid Combination Spray
11816,Ultra Primer,Clinique,Serum,Daily,140.49,2.7,7956,150Ml,Dry,Female,Stick,Shea Butter,False,Australia,150.0,0.9366000000000001,24.250879773119344,0,1,Serum Shea Butter Dry Stick
11817,Perfect Cc Cream,Glossier,Setting Spray,Weekly,10.65,1.1,4309,150Ml,Combination,Male,Compact,Hyaluronic Acid,False,Uk,150.0,0.07100000000000001,9.205562501407574,3,2,Setting Spray Hyaluronic Acid Combination Compact
11818,Perfect Concealer,Make Up For Ever,Bb Cream,Weekly,45.18,1.1,3391,50Ml,Normal,Male,Bottle,Glycerin,True,France,50.0,0.9036,8.942092496602973,3,2,Bb Cream Glycerin Normal Bottle
11819,Super Cleanser,Laura Mercier,Lip Liner,Occasional,33.86,2.5,1236,30Ml,Dry,Female,Stick,Vitamin C,False,France,30.0,1.1286666666666667,17.801110930981217,2,2,Lip Liner Vitamin C Dry Stick
11820,Ultra Face Oil,Fenty Beauty,Bronzer,Weekly,102.79,2.1,4720,250Ml,Dry,Male,Stick,Aloe Vera,True,France,250.0,0.41116,17.765529433147204,3,1,Bronzer Aloe Vera Dry Stick
